symbol,grp,n,px,tick_pct,flat_bar,zero_vol,unch,dvol
BIO,departed,11706,47.915,0.0834811645622587,0.06073808303434136,0.011105416025969587,0.10756087142246903,2437877.4647
BMS,departed,7299,180.55303,0.030135190752555354,0.18454582819564325,0.16577613371694752,0.25774184708139214,2479705.53103
BTU,departed,2350,22.23106,0.04331777252185819,0.0,0.0,0.008088548318433376,46465029.429299995
BWA,departed,8302,16.67091,0.02201439513499634,0.0012045290291496024,0.0,0.024093482712926155,42647851.04195
CA,departed,6824,16.20525,0.015303682448579834,0.004396248534583822,0.004542790152403282,0.016121940495383263,41464297.80414
CAG,departed,11694,8.30653,0.030819126638930862,0.006413545407901488,0.0,0.07141024544599332,13381266.825000001
CAM,departed,211,24.79,0.01258572004840308,0.0,0.0,0.08095238095238096,1918412.6279999998
CBE,departed,3474,300.0,0.2333366666666734,0.9035693724812895,0.6067933218192285,0.6700259141952203,0.0
CCE,departed,4721,35.56569,0.02199591797600978,0.009320059309468333,0.016521923321330227,0.009957627118644067,47188.23404
CCK,departed,10489,29.29198,0.03215897320699609,0.00019067594622938316,0.0,0.03585049580472922,20237188.255999997
CDAY,departed,268,23.804805,0.07649716097233242,0.15671641791044777,0.0,0.02247191011235955,912575.602285
CE,departed,5420,49.1105,0.032477779700878895,0.0,0.0,0.006458756228086363,59523354.786
CFC,departed,4799,0.875,0.571428571428572,0.363617420295895,0.18274640550114607,0.2830345977490621,2268.5080000000003
CHK,departed,6549,1.36733,0.051852881162562856,0.7459154069323561,0.5684837379752634,0.09651802076970067,0.0
CLF,departed,9793,6.44249,0.06332955115178683,0.006943735321147759,0.003369753905851118,0.050551470588235295,34784117.55
CMA,departed,1101,3.71045,0.42717190637254027,0.989100817438692,0.8501362397820164,0.22545454545454546,0.0
CNX,departed,6860,17.795,0.03212138241078735,0.0,0.0,0.013558827817466102,58845687.5
COL,departed,6213,5.72295,0.04417302265440443,0.020119105102205055,0.007242877836793819,0.10028976175144881,2820434.334003
COTY,departed,3308,11.17,0.08093106535363118,0.0,0.0,0.0211672210462655,43393346.71775
COV,departed,4455,1.95,0.4810256410256268,0.3405162738496072,0.12682379349046016,0.2795240233497979,7218.75
CPB,departed,10355,19.86612,0.02194942948093981,0.0,0.0,0.03399652308286653,22159850.05
CPRI,departed,3681,46.22,0.04327131112071835,0.0,0.0,0.007065217391304348,101060883.0
CPWR,departed,4943,0.57667702,0.03468145826237462,0.732348776046935,0.5826421201699373,0.6683528935653582,0.0
CSC,departed,6604,20.16581,0.024893619447940326,0.591611144760751,0.7095699576014537,0.06754505527790398,0.0
CSRA,departed,1587,539.089981,0.3364429063652031,0.005671077504725898,0.00315059861373661,0.18663303909205547,288853800.10899997
CTRA,departed,6405,596.56352,0.0920829017503529,0.10913348946135831,0.05683060109289618,0.22626483447845097,7213045647.616119
CVC,departed,583,15.68945,0.12148290730395031,0.0,0.0,0.003436426116838488,8365790.00376
CVG,departed,5897,13.33287,0.15210528565867387,0.6859420044090215,0.3596744107173139,0.5013568521031208,5928.799
CVH,departed,2187,632.7626,0.15735601313985395,0.013260173754000914,0.012802926383173296,0.032479414455626715,12230066.330846999
CZR,departed,2987,37.3,0.053619302949070045,0.0006695681285570807,0.0,0.015405224380442064,95724230.0
DF,departed,4944,2.2316700000000003,0.034503309181004145,0.014158576051779935,0.0024271844660194173,0.06939105806190572,55664.621
DFS,departed,2885,175.43598,0.0466617509133463,0.0006932409012131716,0.0,0.06865464632454923,24398495.2616
DISH,departed,1962,0.115,21.73913043478253,0.3705402650356779,0.36799184505606525,0.6098929117797043,187989.138750666
DV,departed,1331,23.99,0.08336807002917705,0.0,0.0,0.013533834586466165,29248944.0
DXC,departed,11240,16.31639,0.027824782320100567,0.00026690391459074735,0.0,0.04386511255449773,31673946.63838
DYN,departed,1479,14.91,0.13413816230717354,0.0,0.0,0.010825439783491205,7982400.0
EA,departed,9160,29.982975,0.05056202728381785,0.0004366812227074236,0.0004366812227074236,0.020744622775412162,144971320.403
EMC,departed,810,26.53226,0.03704923741890398,0.0,0.0,0.006180469715698393,307784.58054999996
EMN,departed,8217,19.92179,0.028963260831481773,0.0,0.0,0.02020447906523856,37539768.8016
ENPH,departed,3609,16.79,0.23823704586062627,0.0,0.0,0.019401330376940133,50798748.0
EP,departed,4155,5.28,0.18939393939395216,0.3391095066185319,0.0,0.22965816080885892,4598.16
EPAM,departed,3645,136.72,0.051199531889994356,0.0,0.0,0.004665203073545554,54616763.0
ETSY,departed,2845,57.0099983,0.07016313136778175,0.0,0.0,0.006680731364275668,177559586.0
FBHS,departed,3741,46.77896,0.02898739091249194,0.0,0.0,0.006417112299465241,56886493.81569
FDC,departed,6605,85.37555,0.05629714830535295,0.1264193792581378,0.01968205904617714,0.03709872804360993,1596555.01812
FDO,departed,4630,15.581795,0.026376935391583242,0.17667386609071276,0.4572354211663067,0.010369410239792612,406.55575
FHN,departed,9164,11.0484565,0.02117942899988094,0.001745962461807071,0.0006547359231776517,0.04998362981556259,18127739.712899998
FII,departed,6827,14.17031,0.034367632041926915,0.01948147063131683,0.005126702797714955,0.08833870495165544,224377.23816
FL,departed,6359,0.38999999,2.5641026298487875,0.30303506840698224,0.1055197358075169,0.2906574394463668,7493.500000000001
FLR,departed,6457,38.61113,0.018077688997961607,0.0,0.0,0.0055762081784386614,60677308.24999999
FLS,departed,9177,17.88408,0.027845994873631798,0.003160074098289201,0.001961425302386401,0.0490409764603313,20251284.816
FLT,departed,3931,199.96001,0.025010000749657164,0.0,0.0,0.0030534351145038168,109878117.11187999
FMC,departed,10355,9.0028616,0.07303233451905754,0.0,0.0,0.039984547034962334,11160577.969840001
FOSL,departed,8390,12.65,0.07905138339922184,0.0005959475566150178,0.00011918951132300358,0.03933722732149243,7281162.12675
FRC,departed,3769,958.47215,0.3436990840057281,0.9758556646325285,0.915362165030512,0.9055201698513801,0.0
FRE,departed,7097,21.8925,0.0308781546191572,0.03156263209806961,0.01803578977032549,0.044813979706877116,21575338.9488
FRX,departed,5925,9.45,0.10582010582010709,0.3756962025316456,0.20759493670886076,0.312288993923025,4860.00018
FTI,departed,6323,18.10351,0.03513130879039926,0.0,0.0,0.008225245175577349,68371626.47616
GGP,departed,5080,33.5,1.0448059701492463,0.05177165354330709,0.047637795275590554,0.2667848001575113,6777777.449999999
GHC,departed,9357,298.77129,0.01787119505358004,0.01945067863631506,0.01720636956289409,0.01977340743907653,7579346.775
GME,departed,6160,4.50475,0.044142294244952654,0.0,0.0,0.012664393570384803,53593761.599999994
GNW,departed,5586,6.81,0.14684287812040803,0.0,0.0,0.030080572963294538,34014792.2525
GPS,departed,10355,10.54759,0.033609573371736194,0.09715113471752776,0.0,0.1431330886613869,44007334.3269
GR,departed,4322,0.89999998,1.1111111358024706,0.6219342896807034,0.24895881536325776,0.5869011802823421,2170.9999845
GRA,departed,2142,2.38,0.42016806722689115,0.034080298786181136,0.0,0.11069593647828117,135433.5
GRN,departed,1712,28.45,0.03866432337433201,0.2161214953271028,0.0040887850467289715,0.004091174751607247,59246.74905
GT,departed,14271,12.042038,0.025327938676160937,0.00021021652301870928,0.0,0.07435178696566223,18255540.78
HAR,departed,3464,0.14,3.5714285714285743,0.6195150115473441,0.4405311778290993,0.6113196650303205,621.359984095
HFC,departed,2494,0.40000001,1.216749969581248,0.9266238973536488,0.8091419406575782,0.857200160449258,0.0
HOG,departed,9761,27.51221,0.015000612455337682,0.0003073455588566745,0.0,0.03391393442622951,44356363.7
HOT,departed,7174,38.58272,0.032786698293953136,0.020351268469473098,0.01463618622804572,0.04335703331939216,5962104.9145246
HP,departed,11545,9.44318,0.04783875770662421,0.0019055868341273279,0.0,0.060031185031185035,7838432.89
HRB,departed,10011,10.11526,0.027334937510249274,0.0001997802417340925,0.0001997802417340925,0.03996003996003996,23589785.844
HSP,departed,5228,340.38526,0.03913506712951164,0.016258607498087222,0.01262433052792655,0.10598813851157451,8794162.685192
IGT,departed,9159,11.28732,0.02356626728046354,0.0,0.0,0.03854553395937978,24403786.5
ILMN,departed,6545,74.35,0.042691324815061826,0.0,0.0,0.011002444987775062,117047634.15755999
INFO,departed,2814,43.137015000000005,0.045320706590389705,0.01101634683724236,0.0014214641080312722,0.1578386064699609,70027372.31574
IPGP,departed,4942,81.93,0.03661662394727345,0.0,0.0,0.005262092693786683,24321556.158
ITT,departed,7710,16.90535,0.03951411831166542,0.0,0.0,0.017511998962251914,28245185.742569998
JEF,departed,9814,11.93985,0.0317424423254858,0.03963725290401467,0.012023639698390055,0.06695200244573525,10928024.523370001
JOY,departed,2967,2.32,0.43103448275861156,0.05594876980114594,0.00977418267610381,0.09575185434929198,82397.44
K,departed,7931,8.043712,0.05457679240629071,0.00025217500945656286,0.00012608750472828143,0.049558638083228246,19736070.290999997
KBH,departed,9771,13.33647,0.03621648007307697,0.008392180943608638,0.0025585917511001944,0.05629477993858751,33415448.294999998
KG,departed,4592,130.21686,0.09840507596328303,0.0006533101045296168,0.00043554006968641115,0.06425615334349814,1117972.426895
KMX,departed,7423,30.99,0.04840271055179274,0.0,0.0,0.02869846402586904,63074832.0
KSE,departed,5151,45.47639,0.03933909441799181,0.0728013977868375,0.0013589594253543,0.030485436893203884,258475.6899
KSS,departed,8615,25.14759,0.01974344261219596,0.00023215322112594313,0.0,0.01985140469003947,80049836.893
LEG,departed,9787,10.24327,0.025480144524167254,0.00653928680903239,0.0027587616225605393,0.05027590435315757,9990315.428
LEH,departed,3583,1.52,0.4552631578947393,0.8406363382640245,0.6237789561819704,0.6306532663316583,0.0
LIFE,departed,3970,7.00099993,0.14283673903714947,0.00025188916876574307,0.043828715365239294,0.04257999496094734,891835.5900000001
LKQ,departed,5746,23.837004999999998,0.03695934115882795,0.0,0.0,0.013054830287206266,36460008.351799995
LLL,departed,1543,0.12,4.1666666666666705,0.9637070641607258,0.8548282566429034,0.8910505836575876,0.0
LNC,departed,10540,20.358445,0.022693285268099703,0.0,0.0,0.03558212354113294,28189423.267
LSI,departed,5753,0.064999998,0.14307692747929437,0.9608899704501999,0.9203893620719624,0.2972878998609179,0.0
LUMN,departed,9761,9.61287,0.017684624883095173,0.00040979407847556605,0.0,0.047540983606557376,12442588.142
LW,departed,2447,60.47025,0.02930366585221174,0.0,0.0,0.006132461161079314,80327855.64500001
M,departed,8687,13.35565,0.023061400980114315,0.0,0.0,0.03108450379921713,86116632.316
MAC,departed,8157,15.19089,0.027187347153469897,0.002697070001225941,0.0,0.04879843060323688,18594229.0425
MAT,departed,11240,12.037289000000001,0.027664036312488358,8.896797153024912e-05,8.896797153024912e-05,0.06673191565085862,26290632.474
MBC,departed,917,12.28,0.08143322475571306,0.0,0.0,0.012008733624454149,12860736.0
MBI,departed,9849,7.32076,0.08523705189078762,0.005787389582698751,0.0001015331505736623,0.04234362307067425,7307638.576
MDP,departed,3031,3.825,0.26143790849673226,0.0907291322995711,0.0,0.13234323432343234,34048.0
MFE,departed,4752,35.717625,0.01978854977059728,0.5414562289562289,0.546506734006734,0.005262050094716902,0.0
MHK,departed,8648,75.02000050000001,0.03998933591047753,0.0027752081406105457,0.000578168362627197,0.03284376084191049,41422087.5
MI,departed,2688,46.249999,0.3243027097146586,0.12425595238095238,0.05766369047619048,0.11499813918868626,22844.5
MIL,departed,1310,45.004999999999995,0.08887901344295679,0.15114503816793892,0.21221374045801528,0.03437738731856379,75582.28054
MKTX,departed,5472,87.95596499999999,0.04859818205621016,0.0,0.0,0.008407969292633887,19642375.684
MMI,departed,3210,31.0525455,0.029691607729869094,0.0,0.0,0.01090682455593643,3936119.2337499997
MNK,departed,3849,52.19183,0.024057405153251873,0.9415432579890881,0.8313847752663029,0.0854989604989605,0.0
MOH,departed,5812,48.44,0.06193228736578639,0.0,0.0,0.006023059714334882,32224078.4232
MON,departed,3516,0.54599998,1.648351708730833,0.6257110352673493,0.35381114903299204,0.5598862019914651,397.215006255
MRO,departed,4641,50.4248,0.08156700671088991,0.014652014652014652,0.00021547080370609782,0.030603448275862068,289191165.7776
MTCH,departed,8446,8.14063,0.0694049477743033,0.005327965901018234,0.00023679848448969926,0.03777383066903493,54693399.8306
MUR,departed,10921,13.45243,0.027727332533973498,0.00045783353172786377,0.0,0.04935897435897436,21343238.336000003
NAVI,departed,3095,10.23847,0.02915474675415168,0.0,0.0,0.013574660633484163,17328734.5
NBL,departed,1214,86.0,0.24418604651162062,0.7265238879736409,0.4942339373970346,0.5457543281121187,86400.0
NBR,departed,9128,449.31859,0.04761877312928793,0.023115687992988607,0.022348816827344433,0.06519119097184178,39811547.28075
NE,departed,1297,30.77198,0.05628497093784022,0.0,0.0,0.006172839506172839,43225279.296
NKTR,departed,8121,180.3,0.08319467554075277,0.025982021918482947,0.009112178303164634,0.053201970443349754,9587031.0
NOV,departed,7490,19.0998595,0.031989764113184264,0.0,0.0,0.012284684203498465,77233535.1074
NWL,departed,9885,11.48768,0.02359919496364528,0.003743045017703591,0.0035407182599898838,0.04684338324564954,21607951.32
NYT,departed,13429,10.81863,0.05458177236860903,0.02933948916523941,0.002233971256236503,0.09495084897229669,7073636.063999999
OGN,departed,1314,18.11023,0.07459872127521369,0.0,0.0,0.014470677837014471,39582226.900000006
OI,departed,8725,17.07271,0.057401549021792536,0.001146131805157593,0.0,0.05272810637322329,17619889.5379
PAYC,departed,3097,174.33147,0.04813818182110563,0.0,0.0,0.001614987080103359,99356471.808
PBI,departed,13658,5.648235,0.03363882699641394,0.0037340752672426415,0.00043930297261678136,0.07812843230577726,5359243.8195
PCL,departed,259,48.99762,0.014510908897216622,0.9459459459459459,0.22007722007722008,0.003875968992248062,4878.7570000000005
PCS,departed,259,49.21709,0.009813664318630655,0.6872586872586872,0.16988416988416988,0.027131782945736434,4944.781
PENN,departed,8104,8.453,0.06601206672187555,0.00481243830207305,0.0008637709772951629,0.041836356904850054,18935824.86
PGN,departed,6474,8.59405,0.09867291905446778,0.18489341983317886,0.13515600864998456,0.07909779082342036,8073.548500000001
PLL,departed,5943,40.60326,0.029258734397166107,0.6680127881541309,0.7711593471310786,0.046617300572197914,0.0
POM,departed,208,0.37100000499999997,1.3477088767155152,0.0,0.0,0.03864734299516908,161895.09999999998
POOL,departed,7754,32.16183,0.06846625331957489,0.02011864843951509,0.0045137993293783854,0.03572810524958081,9665130.3986555
PRGO,departed,8721,22.25089,0.04020063916544753,0.00011466574934067194,0.0,0.041055045871559635,22039197.946000002
PVH,departed,9869,33.012152,0.03589587252595794,0.006890262437936974,0.0027358394974161516,0.05918119173084718,19983199.896
QRVO,departed,2916,83.505,0.03592599245554295,0.0,0.0,0.002058319039451115,116975514.1919
R,departed,11745,17.83435,0.045249756789566324,0.0016177096636866752,0.0,0.058497956403269755,8157299.6049999995
RDC,departed,2281,83.099998,0.1203249126431882,0.03244191144234985,0.010960105217010083,0.05789473684210526,6069215.0
RE,departed,1917,0.53453326,0.15359193925555925,0.4934793948878456,0.207094418362024,0.4201461377870564,2067.403975
RHI,departed,8905,18.93422,0.033653353557738554,0.043234138124649074,0.022122403144300955,0.046383647798742135,21611537.265
RHT,departed,5121,0.49000001,2.040816284881302,0.425112282757274,0.3276703768795157,0.5037109375,10020.0
RIG,departed,8355,23.21882,0.04306851080287365,0.0021543985637342907,0.0,0.026454393105099352,98935620.0
RRC,departed,9508,13.229849999999999,0.05398398318952961,0.10065208245687841,0.09591922591501893,0.14452508677816345,36818384.3425
RSH,departed,6615,23.46671,0.022159049990399558,0.5960695389266818,0.4672713529856387,0.029180526156637437,379.2495
RX,departed,6476,1.28608,0.7299701418263213,0.44919703520691784,0.27177269919703523,0.4050965250965251,5504.486589
S,departed,1282,20.12,0.09940357852882492,0.0,0.0,0.00624512099921936,97555702.0
SAI,departed,1160,0.164999995,0.60606062442608,0.017241379310344827,0.013793103448275862,0.05004314063848145,81332.493207255
SBL,departed,4355,2.79289,0.039743777950428494,0.16854190585533868,0.8275545350172215,0.051906293063849335,0.0
SBNY,departed,489,0.75,1.3333333333333346,0.09815950920245399,0.05112474437627812,0.3831967213114754,12825.0
SE,departed,2210,73.375,0.08178807495742078,0.0,0.0,0.006337709370755998,336331734.0
SEDG,departed,2859,48.99,0.10206164523371536,0.0,0.0,0.00979706088173548,91647777.0
SEE,departed,6230,4.55,0.21978021978022486,0.2900481540930979,0.2884430176565008,0.4201316423181891,2385197.75
SGP,departed,126,23.105,0.3462454014282549,0.0,0.0,0.008,1971172.0
SHLD,departed,537,59.84173,0.08281846129782612,0.0,0.0,0.0037313432835820895,47147397.731000006
SIG,departed,9065,24.63077,0.04169581381336616,0.18643132928847214,0.08659680088251517,0.14507943512797883,1450757.3339999998
SII,departed,4141,10.69041,0.11608535126343068,0.16614344361265396,0.1221927070755856,0.17318840579710146,152879.4036
SLE,departed,1873,6489.6001,0.2958533608257329,0.0,0.0,0.03685897435897436,203040.0
SLG,departed,7289,42.72557,0.016336821252469318,0.00027438606118809165,0.0,0.01907244785949506,30862976.197949998
SLM,departed,10803,4.93294,0.04791260384274706,0.026844395075442007,0.0,0.1079429735234216,14764921.175040001
SLR,departed,6166,1.04,0.9615384615384623,0.3449562114823224,0.13217645150827118,0.2848337388483374,5637.000093
SOLS,departed,3482,0.35930501,16.66787223479013,0.688110281447444,0.538483630097645,0.6765297328353921,0.0
SPLS,departed,140,51.47726,0.06153202404323753,0.05714285714285714,0.0,0.0,112080.399
STI,departed,1071,29.7,0.26094276094275837,0.2707749766573296,0.17553688141923435,0.2457943925233645,210542.5
STJ,departed,9185,180.080207,0.06228891107394501,0.15514425694066414,0.04442025040827436,0.15385452961672474,120371054.73345
STR,departed,4740,109.16,0.018330890436069447,0.3871308016877637,0.39472573839662445,0.01709221354716185,10781.189685
SUN,departed,3489,17.88276,0.03841688866818805,0.0,0.0,0.012041284403669725,6185488.760000001
SWN,departed,6197,18.7536,0.03234045729886995,0.6913022430208166,0.6212683556559626,0.027437056165267915,0.0
TDC,departed,4743,34.7,0.028818443804049323,0.0,0.0002108370229812355,0.0065373260227752005,42957064.0
TE,departed,1652,8.15,0.1226993865030676,0.025423728813559324,0.010290556900726392,0.05996365838885524,6425829.0
TEG,departed,6568,7.54134,0.05211275449721711,0.08708891595615104,0.09424482338611449,0.05177402162326786,8670.376499999998
TFX,departed,11691,34.22404,0.0523550112727723,0.006329655290394321,0.0,0.056544054747647565,4492771.100013
TGNA,departed,6403,5.70629,0.05257356355880777,0.8327346556301733,0.7510541933468686,0.07122774133083412,0.0
THC,departed,11239,35.59691,0.03823365567404558,0.0,0.0,0.0599750845346147,29311618.0
TIE,departed,5795,17.34704,0.03649037530322274,0.7152717860224331,0.7271786022433132,0.16396272005522955,0.0
TIF,departed,1019,18.14904,0.047220128447578544,0.60549558390579,0.5093228655544652,0.6247544204322201,0.0
TMC,departed,1233,1.48,0.6756756756756763,0.0,0.0,0.041396103896103896,2547635.0
TRB,departed,6470,69.75993,0.043936397298565806,0.09783616692426585,0.0794435857805255,0.2677384448910187,2748451.7708400004
TRIP,departed,3687,34.482,0.05223014906329058,0.0,0.0,0.00705371676614216,70165497.2253
TSG,departed,5967,0.28,3.5714285714285743,0.3586391821685939,0.097871627283392,0.39523969158565203,8160.0
TSS,departed,5891,5.59686,0.06860989912201283,0.2945170599219148,0.1660159565438805,0.19117147707979626,4261.1345
TWC,departed,6165,7.025127,0.07700928396027136,0.5670721816707218,0.27607461476074613,0.41839714471122647,5211.581999999999
UA,departed,2609,13.46,0.07429420505201756,0.0015331544653123803,0.0011498658489842851,0.020322085889570553,34914696.96
UAA,departed,5210,9.99375,0.07504690431519984,0.0,0.0,0.009790746784411596,72465627.5
UNM,departed,10013,14.93477,0.02356916109185606,9.987016878058524e-05,0.0,0.04145025968837395,23439046.895
URBN,departed,8241,24.83,0.04027386226339736,0.004732435384055333,0.0012134449702705982,0.0345873786407767,49395265.7616
USL,departed,4696,35.6,0.02808988764045383,0.0070272572402044296,0.002342419080068143,0.011927582534611288,766493.0
VFC,departed,10355,7.72929,0.05576191344876193,0.0,0.0,0.037956345373768595,17461399.85018
VNO,departed,9764,24.040889999999997,0.02076046269503319,0.09709135600163868,0.04752150757886112,0.08337601147188364,31133490.424385
VNT,departed,1474,32.69762,0.032234762040781205,0.0027137042062415195,0.0006784260515603799,0.009504412763068567,31065922.861
WB,departed,3095,16.72679,0.08907865765037552,0.0,0.0,0.012605042016806723,21965796.528
WFR,departed,280,1.1,9.090909090909088,0.8821428571428571,0.8678571428571429,0.9068100358422939,0.0
WHR,departed,10877,33.47247,0.03059230466110218,0.0004596855750666544,0.00018387423002666178,0.036410445016550205,28494660.35
WLTW,departed,5349,66.73727,0.030605087681884382,0.0001869508319312021,0.0001869508319312021,0.011406133133881825,21213017.322600003
WU,departed,4993,9.99169,0.013411144661203547,0.0,0.0,0.016626602564102564,50712796.255
WYN,departed,5626,286.45517,0.05324044247483297,0.07696409527195165,0.07163170991823675,0.4688,2872379.0915335
X,departed,5739,46.075101,0.020119326488293055,0.00017424638438752395,0.00017424638438752395,0.013593586615545486,8097375.86
XEC,departed,3328,22.662084999999998,0.023497396642898977,0.07361778846153846,0.0634014423076923,0.04268109407874963,398237.12
XL,departed,3974,0.17,5.8823529411764754,0.9111726220432813,0.741066935078007,0.8326201862572363,0.0
XRAY,departed,8992,24.455375,0.027069713713235116,0.013011565836298932,0.012233096085409253,0.046602157713268824,24401703.8935
XRX,departed,12502,1.0095014500000001,0.04447740020576271,0.00015997440409534473,0.0,0.03927685785137189,1282821.40801044
ZION,departed,9263,29.98398,0.021278029134224517,0.025693619777609845,0.014790024829968693,0.04124379183761607,34997136.336
